Project Name,Address,Area (sqm),Type of Area,Transacted Price ($),Unit Price ($ psm),Unit Price ($ psf),Contract Date,Property Type,Tenure,Type of Sale,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area
GOLDEN MILE COMPLEX,5001 Beach Road  #03-61G ,18,Strata,50000,2778,258,22-SEP-2008,Retail,99 Yrs From 04/08/1969,Resale,07,19,199588,Central Region,Kallang
SIM LIM SQUARE,1 Rochor Canal Road  #06-14 ,53,Strata,400000,7547,701,18-SEP-2008,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
HIGH STREET CENTRE,1 North Bridge Road  #01-36 ,91,Strata,1900000,20879,1940,17-SEP-2008,Retail,99 Yrs From 02/06/1969,Resale,06,17,179094,Central Region,Downtown Core
SIM LIM SQUARE,1 Rochor Canal Road  #03-37 ,38,Strata,480000,12632,1174,12-SEP-2008,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
FORTUNE CENTRE,190 Middle Road  #01-10 ,56,Strata,1760000,31429,2920,11-SEP-2008,Retail,99 Yrs From 18/10/1980,Resale,07,18,188979,Central Region,Rochor
CONCORDE HOTEL AND SHOPPING MALL,100 Orchard Road  #02-57 ,22,Strata,350000,15909,1478,04-SEP-2008,Retail,99 Yrs From 17/08/1979,Resale,09,23,238840,Central Region,Orchard
HIGH STREET CENTRE,1 North Bridge Road  #01-04 ,32,Strata,345000,10781,1002,01-SEP-2008,Retail,99 Yrs From 02/06/1969,Resale,06,17,179094,Central Region,Downtown Core
SPRINGLEAF TOWER,3 Anson Road  #01-03 ,900,Strata,5900000,6556,609,01-SEP-2008,Retail,99 Yrs From 01/10/1996,Resale,02,07,079909,Central Region,Downtown Core
THOMSON V ONE,9 Sin Ming Road  #02-01 ,150,Strata,2100000,14000,1301,26-AUG-2008,Retail,99 Yrs From 08/05/2001,New Sale,20,57,575630,Central Region,Bishan
CONCORDE SHOPPING CENTRE,317 Outram Road  #01-37 ,51,Strata,518000,10157,944,22-AUG-2008,Retail,99 Yrs From 16/06/1980,Resale,03,16,169075,Central Region,Bukit Merah
BUKIT TIMAH PLAZA,1 Jalan Anak Bukit  #B1-39 ,23,Strata,450000,19565,1818,15-AUG-2008,Retail,99 Yrs From 30/08/1976,Resale,21,58,588996,Central Region,Bukit Timah
BEAUTY WORLD CENTRE,144 Upper Bukit Timah Road  #03-19 ,29,Strata,500000,17241,1602,11-AUG-2008,Retail,99 Yrs From 18/09/1979,Resale,21,58,588177,Central Region,Bukit Timah
FORTUNE CENTRE,190 Middle Road  #01-11 ,68,Strata,2120000,31176,2896,11-AUG-2008,Retail,99 Yrs From 18/10/1980,Resale,07,18,188979,Central Region,Rochor
ORCHARD PLAZA,150 Orchard Road  #01-02 ,24,Strata,1100000,45833,4258,30-JUL-2008,Retail,99 Yrs From 02/06/1977,Resale,09,23,238841,Central Region,Orchard
HIGH STREET CENTRE,1 North Bridge Road  #03-41 ,192,Strata,2100000,10938,1016,30-JUL-2008,Retail,99 Yrs From 02/06/1969,Resale,06,17,179094,Central Region,Downtown Core
PEOPLE'S PARK COMPLEX,1 Park Road  #02-10 ,42,Strata,928000,22095,2053,25-JUL-2008,Retail,99 Yrs From 25/03/1968,Resale,01,05,059108,Central Region,Outram
THE GOLDEN LANDMARK,390 Victoria Street  #02-21 ,28,Strata,358000,12786,1188,25-JUL-2008,Retail,99 Yrs From 30/04/1981,Resale,07,18,188061,Central Region,Rochor
SIM LIM SQUARE,1 Rochor Canal Road  #04-78 ,25,Strata,672769,26911,2500,22-JUL-2008,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
BUKIT TIMAH PLAZA,1 Jalan Anak Bukit  #02-16 ,38,Strata,500000,13158,1222,12-JUL-2008,Retail,99 Yrs From 30/08/1976,Resale,21,58,588996,Central Region,Bukit Timah
BEAUTY WORLD CENTRE,144 Upper Bukit Timah Road  #01-29 ,20,Strata,425000,21250,1974,12-JUL-2008,Retail,99 Yrs From 18/09/1979,Resale,21,58,588177,Central Region,Bukit Timah
PEOPLE'S PARK CENTRE,101 Upper Cross Street  #03-16 ,64,Strata,700000,10938,1016,08-JUL-2008,Retail,99 Yrs From 02/06/1970,Resale,01,05,058357,Central Region,Outram
ORCHARD PLAZA,150 Orchard Road  #02-06 ,32,Strata,1100000,34375,3194,07-JUL-2008,Retail,99 Yrs From 02/06/1977,Resale,09,23,238841,Central Region,Orchard
FU LU SHOU COMPLEX,149 Rochor Road  #03-27 ,115,Strata,1121495,9752,906,07-JUL-2008,Retail,99 Yrs From 16/06/1980,Resale,07,18,188425,Central Region,Rochor
PENINSULA EXCELSIOR HOTEL,5 Coleman Street  #03-17 ,23,Strata,232500,10109,939,30-JUN-2008,Retail,99 Yrs From 17/08/1979,Resale,06,17,179805,Central Region,Downtown Core
THE BENCOOLEN,180 Bencoolen Street  #01-92 ,15,Strata,620000,41333,3840,30-JUN-2008,Retail,99 Yrs From 24/06/1995,Resale,07,18,189646,Central Region,Rochor
GOLDEN MILE COMPLEX,5001 Beach Road  #01-65D ,18,Strata,220000,12222,1135,26-JUN-2008,Retail,99 Yrs From 04/08/1969,Resale,07,19,199588,Central Region,Kallang
BUKIT TIMAH PLAZA,1 Jalan Anak Bukit  #02-45 ,57,Strata,690000,12105,1125,13-JUN-2008,Retail,99 Yrs From 30/08/1976,Resale,21,58,588996,Central Region,Bukit Timah
CONCORDE SHOPPING CENTRE,317 Outram Road  #01-61 ,25,Strata,350000,14000,1301,12-JUN-2008,Retail,99 Yrs From 16/06/1980,Resale,03,16,169075,Central Region,Bukit Merah
BEAUTY WORLD CENTRE,144 Upper Bukit Timah Road  #01-23 ,48,Strata,600000,12500,1161,10-JUN-2008,Retail,99 Yrs From 18/09/1979,Resale,21,58,588177,Central Region,Bukit Timah
SIM LIM SQUARE,1 Rochor Canal Road  #02-64/82 ,61,Strata,3500000,57377,5330,09-JUN-2008,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
SIM LIM SQUARE,1 Rochor Canal Road  #02-83 ,33,Strata,2200000,66667,6193,09-JUN-2008,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
THE RAINTREE,95 Bukit Drive  #01-31 ,45,Strata,389619,8658,804,02-JUN-2008,Retail,99 Yrs From 01/03/2003,New Sale,21,58,587843,West Region,Bukit Panjang
PEOPLE'S PARK COMPLEX,1 Park Road  #01-80 ,30,Strata,1542056,51402,4775,02-JUN-2008,Retail,99 Yrs From 25/03/1968,Resale,01,05,059108,Central Region,Outram
THE RAINTREE,95 Bukit Drive  #01-32 ,40,Strata,346995,8675,806,02-JUN-2008,Retail,99 Yrs From 01/03/2003,New Sale,21,58,587843,West Region,Bukit Panjang
BUKIT TIMAH PLAZA,1 Jalan Anak Bukit  #02-44 ,56,Strata,700000,12500,1161,28-MAY-2008,Retail,99 Yrs From 30/08/1976,Resale,21,58,588996,Central Region,Bukit Timah
PEOPLE'S PARK CENTRE,101 Upper Cross Street  #B1-17E ,44,Strata,750000,17045,1584,26-MAY-2008,Retail,99 Yrs From 02/06/1970,Resale,01,05,058357,Central Region,Outram
THE PLAZA,7500A Beach Road  #04-325 ,29,Strata,300000,10345,961,20-MAY-2008,Retail,99 Yrs From 03/09/1968,Resale,07,19,199591,Central Region,Kallang
PEOPLE'S PARK COMPLEX,1 Park Road  #03-13 ,42,Strata,590000,14048,1305,16-MAY-2008,Retail,99 Yrs From 25/03/1968,Resale,01,05,059108,Central Region,Outram
CONCORDE SHOPPING CENTRE,317 Outram Road  #01-01/02/03/04 ,173,Strata,1500000,8671,806,16-MAY-2008,Retail,99 Yrs From 16/06/1980,Resale,03,16,169075,Central Region,Bukit Merah
SIM LIM SQUARE,1 Rochor Canal Road  #04-06 ,38,Strata,700000,18421,1711,09-MAY-2008,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
GOLDEN MILE TOWER,6001 Beach Road  #01-19 ,22,Strata,262000,11909,1106,08-MAY-2008,Retail,99 Yrs From 09/06/1969,Resale,07,19,199589,Central Region,Kallang
TEXTILE CENTRE,200 Jalan Sultan  #04-21 ,47,Strata,310000,6596,613,06-MAY-2008,Retail,99 Yrs From 02/06/1970,Resale,07,19,199018,Central Region,Kallang
BEAUTY WORLD CENTRE,144 Upper Bukit Timah Road  #03-10 ,20,Strata,237000,11850,1101,05-MAY-2008,Retail,99 Yrs From 18/09/1979,Resale,21,58,588177,Central Region,Bukit Timah
PEOPLE'S PARK CENTRE,101 Upper Cross Street  #02-79 ,61,Strata,978000,16033,1489,05-MAY-2008,Retail,99 Yrs From 02/06/1970,Resale,01,05,058357,Central Region,Outram
PARKLANE SHOPPING MALL,35 Selegie Road  #01-07 ,70,Strata,2800000,40000,3716,28-APR-2008,Retail,99 Yrs From 01/12/1974,Resale,07,18,188307,Central Region,Rochor
PENINSULA EXCELSIOR HOTEL,5 Coleman Street  #02-12 ,33,Strata,268000,8121,754,25-APR-2008,Retail,99 Yrs From 17/08/1979,Resale,06,17,179805,Central Region,Downtown Core
GOLDEN MILE COMPLEX,5001 Beach Road  #03-94 ,17,Strata,193000,11353,1055,23-APR-2008,Retail,99 Yrs From 04/08/1969,Resale,07,19,199588,Central Region,Kallang
PARKLANE SHOPPING MALL,35 Selegie Road  #01-14 ,41,Strata,740000,18049,1677,22-APR-2008,Retail,99 Yrs From 01/12/1974,Resale,07,18,188307,Central Region,Rochor
PARKLANE SHOPPING MALL,35 Selegie Road  #01-25 ,41,Strata,740000,18049,1677,22-APR-2008,Retail,99 Yrs From 01/12/1974,Resale,07,18,188307,Central Region,Rochor
PEOPLE'S PARK COMPLEX,1 Park Road  #02-108/115 ,48,Strata,1110000,23125,2148,21-APR-2008,Retail,99 Yrs From 25/03/1968,Resale,01,05,059108,Central Region,Outram
PEOPLE'S PARK COMPLEX,1 Park Road  #02-109/110/111/112ETC ,150,Strata,2958860,19726,1833,21-APR-2008,Retail,99 Yrs From 25/03/1968,Resale,01,05,059108,Central Region,Outram
PENINSULA EXCELSIOR HOTEL,5 Coleman Street  #B1-16 ,40,Strata,390000,9750,906,17-APR-2008,Retail,99 Yrs From 17/08/1979,Resale,06,17,179805,Central Region,Downtown Core
GOLDEN MILE TOWER,6001 Beach Road  #01-02 ,66,Strata,920000,13939,1295,16-APR-2008,Retail,99 Yrs From 09/06/1969,Resale,07,19,199589,Central Region,Kallang
AQUARIUS BY THE PARK,1 Bedok Reservoir View  #01-01 ,21,Strata,218000,10381,964,14-APR-2008,Retail,99 Yrs From 12/06/1996,Resale,16,47,478926,East Region,Bedok
SIM LIM SQUARE,1 Rochor Canal Road  #05-21 ,38,Strata,685000,18026,1675,10-APR-2008,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
PEOPLE'S PARK COMPLEX,1 Park Road  #01-87 ,11,Strata,698000,63455,5895,05-APR-2008,Retail,99 Yrs From 25/03/1968,Resale,01,05,059108,Central Region,Outram
PEOPLE'S PARK CENTRE,101 Upper Cross Street  #03-72 ,38,Strata,400000,10526,978,03-APR-2008,Retail,99 Yrs From 02/06/1970,Resale,01,05,058357,Central Region,Outram
PEOPLE'S PARK CENTRE,101 Upper Cross Street  #B1-28 ,41,Strata,420000,10244,952,03-APR-2008,Retail,99 Yrs From 02/06/1970,Resale,01,05,058357,Central Region,Outram
BUKIT TIMAH PLAZA,1 Jalan Anak Bukit  #02-13 ,90,Strata,1150000,12778,1187,02-APR-2008,Retail,99 Yrs From 30/08/1976,Resale,21,58,588996,Central Region,Bukit Timah
BYLANDS BUILDING,135 Middle Road  #02-27 ,18,Strata,167500,9306,865,01-APR-2008,Retail,99 Yrs From 02/05/1978,Resale,07,18,188975,Central Region,Rochor
SIM LIM SQUARE,1 Rochor Canal Road  #02-12 ,55,Strata,888000,16145,1500,26-MAR-2008,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
SIM LIM SQUARE,1 Rochor Canal Road  #02-13 ,51,Strata,822000,16118,1497,26-MAR-2008,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
SIM LIM SQUARE,1 Rochor Canal Road  #01-07 ,31,Strata,1670000,53871,5005,26-MAR-2008,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
BUKIT TIMAH PLAZA,1 Jalan Anak Bukit  #B1-57A ,56,Strata,770000,13750,1277,25-MAR-2008,Retail,99 Yrs From 30/08/1976,Resale,21,58,588996,Central Region,Bukit Timah
PEOPLE'S PARK COMPLEX,1 Park Road  #03-09 ,56,Strata,680000,12143,1128,18-MAR-2008,Retail,99 Yrs From 25/03/1968,Resale,01,05,059108,Central Region,Outram
SIM LIM SQUARE,1 Rochor Canal Road  #05-18 ,36,Strata,750000,20833,1935,17-MAR-2008,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
GOLDEN MILE COMPLEX,5001 Beach Road  #03-65B ,6,Strata,95000,15833,1471,15-MAR-2008,Retail,99 Yrs From 04/08/1969,Resale,07,19,199588,Central Region,Kallang
SANCTUARY GREEN,189 Tanjong Rhu Road  #01-01 ,24,Strata,320000,13333,1239,13-MAR-2008,Retail,99 Yrs From 17/03/1997,Resale,15,43,436926,Central Region,Kallang
HOUGANG GREEN SHOPPING MALL,21 Hougang Street 51  #01-22 ,34,Strata,893000,26265,2440,12-MAR-2008,Retail,99 Yrs From 01/12/1994,Resale,19,53,538719,North East Region,Hougang
ORCHARD PLAZA,150 Orchard Road  #04-21 ,19,Strata,530000,27895,2591,11-MAR-2008,Retail,99 Yrs From 02/06/1977,Resale,09,23,238841,Central Region,Orchard
GOLDEN MILE COMPLEX,5001 Beach Road  #01-75 ,33,Strata,760000,23030,2140,07-MAR-2008,Retail,99 Yrs From 04/08/1969,Resale,07,19,199588,Central Region,Kallang
GOLDEN MILE COMPLEX,5001 Beach Road  #01-76 ,33,Strata,760000,23030,2140,07-MAR-2008,Retail,99 Yrs From 04/08/1969,Resale,07,19,199588,Central Region,Kallang
PEOPLE'S PARK COMPLEX,1 Park Road  #03-19 ,39,Strata,513000,13154,1222,05-MAR-2008,Retail,99 Yrs From 25/03/1968,Resale,01,05,059108,Central Region,Outram
SQUARE 2,10 Sinaran Drive  #10-21 ,69,Strata,1634600,23690,2201,04-MAR-2008,Retail,99 Yrs From 28/08/2002,New Sale,11,30,307506,Central Region,Novena
CONCORDE SHOPPING CENTRE,317 Outram Road  #02-60 ,28,Strata,290000,10357,962,03-MAR-2008,Retail,99 Yrs From 16/06/1980,Resale,03,16,169075,Central Region,Bukit Merah
GOLDEN MILE TOWER,6001 Beach Road  #B1-57 ,27,Strata,307000,11370,1056,26-FEB-2008,Retail,99 Yrs From 09/06/1969,Resale,07,19,199589,Central Region,Kallang
SIM LIM SQUARE,1 Rochor Canal Road  #04-02E ,26,Strata,1350000,51923,4824,20-FEB-2008,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
FORTUNE CENTRE,190 Middle Road  #03-25 ,31,Strata,320000,10323,959,19-FEB-2008,Retail,99 Yrs From 18/10/1980,Resale,07,18,188979,Central Region,Rochor
GOLDEN MILE COMPLEX,5001 Beach Road  #03-12 ,24,Strata,296000,12333,1146,16-FEB-2008,Retail,99 Yrs From 04/08/1969,Resale,07,19,199588,Central Region,Kallang
SULTAN PLAZA,100 Jalan Sultan  #01-20 ,55,Strata,370000,6727,625,13-FEB-2008,Retail,99 Yrs From 02/05/1978,Resale,07,19,199001,Central Region,Kallang
SIM LIM SQUARE,1 Rochor Canal Road  #01-33 ,33,Strata,1870000,56667,5264,11-FEB-2008,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
SIM LIM SQUARE,1 Rochor Canal Road  #01-34 ,36,Strata,4000000,111111,10322,11-FEB-2008,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
PEACE CENTRE/MANSIONS,1 Sophia Road  #01-31 ,32,Strata,390000,12188,1132,10-FEB-2008,Retail,99 Yrs From 02/06/1970,Resale,09,22,228149,Central Region,Rochor
CENTREPOINT,176A Orchard Road  #03-28 ,50,Strata,1100000,22000,2044,31-JAN-2008,Retail,99 Yrs From 17/08/1979,Resale,09,23,238844,Central Region,Orchard
THE GOLDEN LANDMARK,390 Victoria Street  #03-27 ,12,Strata,135000,11250,1045,31-JAN-2008,Retail,99 Yrs From 30/04/1981,Resale,07,18,188061,Central Region,Rochor
ONE-NORTH RESIDENCES,7 One-North Gateway  #01-18 ,47,Strata,910800,19379,1800,30-JAN-2008,Retail,99 Yrs From 15/09/2005,New Sale,05,13,138642,Central Region,Queenstown
PEOPLE'S PARK CENTRE,101 Upper Cross Street  #B1-17D ,44,Strata,680000,15455,1436,30-JAN-2008,Retail,99 Yrs From 02/06/1970,Resale,01,05,058357,Central Region,Outram
AQUARIUS BY THE PARK,1 Bedok Reservoir View  #01-06 ,21,Strata,210000,10000,929,30-JAN-2008,Retail,99 Yrs From 12/06/1996,Resale,16,47,478926,East Region,Bedok
SIM LIM SQUARE,1 Rochor Canal Road  #03-59 ,28,Strata,850000,30357,2820,29-JAN-2008,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
CONCORDE SHOPPING CENTRE,317 Outram Road  #01-45 ,21,Strata,200000,9524,885,25-JAN-2008,Retail,99 Yrs From 16/06/1980,Resale,03,16,169075,Central Region,Bukit Merah
ORCHARD PLAZA,150 Orchard Road  #02-51 ,16,Strata,265000,16563,1539,25-JAN-2008,Retail,99 Yrs From 02/06/1977,Resale,09,23,238841,Central Region,Orchard
PARKLANE SHOPPING MALL,35 Selegie Road  #02-01 ,42,Strata,690000,16429,1526,24-JAN-2008,Retail,99 Yrs From 01/12/1974,Resale,07,18,188307,Central Region,Rochor
PARKLANE SHOPPING MALL,35 Selegie Road  #04-19 ,37,Strata,390000,10541,979,24-JAN-2008,Retail,99 Yrs From 01/12/1974,Resale,07,18,188307,Central Region,Rochor
THE GOLDEN LANDMARK,390 Victoria Street  #03-15 ,35,Strata,376740,10764,1000,23-JAN-2008,Retail,99 Yrs From 30/04/1981,Resale,07,18,188061,Central Region,Rochor
SIM LIM SQUARE,1 Rochor Canal Road  #02-21 ,66,Strata,1330000,20152,1872,23-JAN-2008,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
BEAUTY WORLD CENTRE,144 Upper Bukit Timah Road  #01-46 ,23,Strata,371220,16140,1499,22-JAN-2008,Retail,99 Yrs From 18/09/1979,Resale,21,58,588177,Central Region,Bukit Timah
BEAUTY WORLD CENTRE,144 Upper Bukit Timah Road  #01-35 ,37,Strata,597180,16140,1499,22-JAN-2008,Retail,99 Yrs From 18/09/1979,Resale,21,58,588177,Central Region,Bukit Timah
BEAUTY WORLD CENTRE,144 Upper Bukit Timah Road  #01-45 ,22,Strata,231600,10527,978,22-JAN-2008,Retail,99 Yrs From 18/09/1979,Resale,21,58,588177,Central Region,Bukit Timah
FORTUNE CENTRE,190 Middle Road  #04-09 ,27,Strata,295000,10926,1015,18-JAN-2008,Retail,99 Yrs From 18/10/1980,Resale,07,18,188979,Central Region,Rochor
BEAUTY WORLD CENTRE,144 Upper Bukit Timah Road  #02-36 ,57,Strata,880000,15439,1434,18-JAN-2008,Retail,99 Yrs From 18/09/1979,Resale,21,58,588177,Central Region,Bukit Timah
BUKIT TIMAH PLAZA,1 Jalan Anak Bukit  #01-29 ,130,Strata,1400880,10776,1001,15-JAN-2008,Retail,99 Yrs From 30/08/1976,Resale,21,58,588996,Central Region,Bukit Timah
CONCORDE SHOPPING CENTRE,317 Outram Road  #01-37 ,51,Strata,470000,9216,856,12-JAN-2008,Retail,99 Yrs From 16/06/1980,Resale,03,16,169075,Central Region,Bukit Merah
BEAUTY WORLD CENTRE,144 Upper Bukit Timah Road  #01-11 ,39,Strata,500000,12821,1191,30-DEC-2007,Retail,99 Yrs From 18/09/1979,Resale,21,58,588177,Central Region,Bukit Timah
THOMSON PLAZA,301 Upper Thomson Road  #03-15 ,61,Strata,1285000,21066,1957,27-DEC-2007,Retail,99 Yrs From 15/10/1976,Resale,20,57,574408,Central Region,Bishan
ORCHARD PLAZA,150 Orchard Road  #01-45 ,19,Strata,1120000,58947,5476,26-DEC-2007,Retail,99 Yrs From 02/06/1977,Resale,09,23,238841,Central Region,Orchard
BUKIT TIMAH PLAZA,1 Jalan Anak Bukit  #02-12 ,48,Strata,650000,13542,1258,25-DEC-2007,Retail,99 Yrs From 30/08/1976,Resale,21,58,588996,Central Region,Bukit Timah
PEOPLE'S PARK CENTRE,101 Upper Cross Street  #02-78 ,61,Strata,1000000,16393,1523,24-DEC-2007,Retail,99 Yrs From 02/06/1970,Resale,01,05,058357,Central Region,Outram
PENINSULA EXCELSIOR HOTEL,5 Coleman Street  #03-23 ,23,Strata,188000,8174,759,21-DEC-2007,Retail,99 Yrs From 17/08/1979,Resale,06,17,179805,Central Region,Downtown Core
GOLDEN MILE TOWER,6001 Beach Road  #B1-96 ,17,Strata,179000,10529,978,21-DEC-2007,Retail,99 Yrs From 09/06/1969,Resale,07,19,199589,Central Region,Kallang
TEXTILE CENTRE,200 Jalan Sultan  #01-34 ,83,Strata,710000,8554,795,19-DEC-2007,Retail,99 Yrs From 02/06/1970,Resale,07,19,199018,Central Region,Kallang
SULTAN PLAZA,100 Jalan Sultan  #04-30 ,20,Strata,175000,8750,813,14-DEC-2007,Retail,99 Yrs From 02/05/1978,Resale,07,19,199001,Central Region,Kallang
SIM LIM SQUARE,1 Rochor Canal Road  #04-31 ,23,Strata,1620000,70435,6544,13-DEC-2007,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
PARKLANE SHOPPING MALL,35 Selegie Road  #03-10 ,41,Strata,520000,12683,1178,12-DEC-2007,Retail,99 Yrs From 01/12/1974,Resale,07,18,188307,Central Region,Rochor
ORCHARD PLAZA,150 Orchard Road  #05-54 ,11,Strata,220000,20000,1858,10-DEC-2007,Retail,99 Yrs From 02/06/1977,Resale,09,23,238841,Central Region,Orchard
FORTUNE CENTRE,190 Middle Road  #04-32 ,21,Strata,250000,11905,1106,06-DEC-2007,Retail,99 Yrs From 18/10/1980,Resale,07,18,188979,Central Region,Rochor
TEXTILE CENTRE,200 Jalan Sultan  #03-05 ,76,Strata,510000,6711,623,06-DEC-2007,Retail,99 Yrs From 02/06/1970,Resale,07,19,199018,Central Region,Kallang
BUKIT TIMAH PLAZA,1 Jalan Anak Bukit  #02-23 ,198,Strata,1480000,7475,694,05-DEC-2007,Retail,99 Yrs From 30/08/1976,Resale,21,58,588996,Central Region,Bukit Timah
PEOPLE'S PARK COMPLEX,1 Park Road  #01-67 ,36,Strata,1425000,39583,3677,30-NOV-2007,Retail,99 Yrs From 25/03/1968,Resale,01,05,059108,Central Region,Outram
PEOPLE'S PARK COMPLEX,1 Park Road  #01-68 ,36,Strata,1425000,39583,3677,30-NOV-2007,Retail,99 Yrs From 25/03/1968,Resale,01,05,059108,Central Region,Outram
TEXTILE CENTRE,200 Jalan Sultan  #03-24 ,98,Strata,633000,6459,600,28-NOV-2007,Retail,99 Yrs From 02/06/1970,Resale,07,19,199018,Central Region,Kallang
THE GOLDEN LANDMARK,390 Victoria Street  #01-60/61 ,106,Strata,1200100,11322,1052,28-NOV-2007,Retail,99 Yrs From 30/04/1981,Resale,07,18,188061,Central Region,Rochor
BYLANDS BUILDING,135 Middle Road  #04-10 ,25,Strata,192000,7680,713,27-NOV-2007,Retail,99 Yrs From 02/05/1978,Resale,07,18,188975,Central Region,Rochor
CONCORDE SHOPPING CENTRE,317 Outram Road  #02-18 ,28,Strata,323000,11536,1072,24-NOV-2007,Retail,99 Yrs From 16/06/1980,Resale,03,16,169075,Central Region,Bukit Merah
THE BENCOOLEN,180 Bencoolen Street  #01-75 ,20,Strata,1090000,54500,5063,23-NOV-2007,Retail,99 Yrs From 24/06/1995,Resale,07,18,189646,Central Region,Rochor
TANJONG PAGAR CONSERVATION AREA,1/1A Neil Road ,626,Land,11000000,17563,1632,21-NOV-2007,Retail,99 Yrs From 10/07/1989,Resale,02,08,088804,Central Region,Outram
GOLDEN MILE COMPLEX,5001 Beach Road  #03-67 ,86,Strata,800000,9302,864,16-NOV-2007,Retail,99 Yrs From 04/08/1969,Resale,07,19,199588,Central Region,Kallang
CONCORDE SHOPPING CENTRE,317 Outram Road  #01-16 ,25,Strata,289000,11560,1074,13-NOV-2007,Retail,99 Yrs From 16/06/1980,Resale,03,16,169075,Central Region,Bukit Merah
FORTUNE CENTRE,190 Middle Road  #01-29 ,49,Strata,1190000,24286,2256,10-NOV-2007,Retail,99 Yrs From 18/10/1980,Resale,07,18,188979,Central Region,Rochor
FORTUNE CENTRE,190 Middle Road  #02-22 ,41,Strata,380000,9268,861,06-NOV-2007,Retail,99 Yrs From 18/10/1980,Resale,07,18,188979,Central Region,Rochor
THOMSON PLAZA,301 Upper Thomson Road  #01-03/04 ,74,Strata,2900000,39189,3641,01-NOV-2007,Retail,99 Yrs From 15/10/1976,Resale,20,57,574408,Central Region,Bishan

